@relation camel_Add_LSTM_metric-weka.filters.unsupervised.attribute.Remove-R1

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute 'Modify Files' numeric
@attribute Directories numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute 'LSTM C.E.' numeric
@attribute bug {1,0}

@data
18,15,3,3,4,2,23,4,5.232248,0
4,2,2,0,2,2,20,9,3.590563,0
2,1,1,0,1,1,10,6,3.56701,0
7,5,2,0,1,1,8,4,3.81756,0
109,54,55,1,1,1,3,1,12.379494,0
26,21,5,4,1,1,17,6,5.474,0
3,3,0,0,1,1,16,8,3.545719,1
8,5,3,0,4,2,62,18,3.689316,0
2,1,1,0,1,1,6,2,3.821404,0
59,36,23,2,1,1,1,1,6.121402,0
75,34,41,7,10,5,19,11,6.537963,0
2,1,1,0,1,1,2,1,3.48141,0
4,2,2,0,1,1,11,2,3.733971,0
22,22,0,2,2,1,25,2,4.658068,0
122,98,24,13,6,2,15,12,14.561086,0
2,1,1,0,1,1,5,2,3.498239,0
423,312,111,12,7,3,57,15,17.163473,0
100,95,5,2,2,1,3,3,14.641912,0
56,28,28,2,1,1,12,5,5.854363,0
974,424,550,12,91,85,866,383,12.296635,0
32,15,17,1,3,1,8,6,4.88978,0
670,335,335,141,151,113,892,497,18.397352,1
7,3,4,1,1,1,7,2,3.791898,0
38,19,19,2,18,8,129,67,4.990069,0
31,30,1,2,3,1,34,9,5.535442,0
606,288,318,99,229,42,1115,698,16.868008,1
10,8,2,3,1,1,6,3,4.354836,0
10,7,3,2,1,1,19,8,3.963838,0
2,1,1,0,1,1,6,2,3.545719,0
37,29,8,1,6,3,12,12,7.091484,0
10,6,4,1,2,2,27,3,3.787897,0
81,47,34,4,4,4,11,5,9.175873,0
26,10,16,3,2,2,25,12,4.764552,0
2,1,1,0,1,1,13,4,3.572159,0
44,43,1,3,3,1,3,3,11.327917,0
24,24,0,2,2,1,6,2,5.340302,0
8,4,4,2,2,2,4,2,3.840422,0
212,59,153,15,10,6,153,47,13.511703,0
5,3,2,0,2,1,15,5,3.722078,0
4,2,2,0,1,1,6,3,3.545719,0
108,58,50,0,1,1,5,2,13.686851,1
5,3,2,3,1,1,2,1,3.696849,1
112,63,49,32,1,1,21,12,16.929934,0
10,8,2,3,2,2,3,3,4.359699,0
4,2,2,0,1,1,25,9,4.247691,0
38,9,29,6,3,2,40,7,3.874651,0
56,50,6,5,4,1,20,8,11.33433,1
16,14,2,1,1,1,1,1,4.412848,0
3,3,0,1,1,1,1,1,3.881192,0
2,1,1,0,1,1,7,3,3.770887,1
125,107,18,10,5,3,24,15,18.053011,1
2,1,1,0,1,1,4,2,3.56701,0
5,5,0,2,1,1,1,1,3.788813,0
154,110,44,14,7,4,25,16,13.793979,0
3,3,0,1,1,1,18,8,3.833946,0
9,5,4,0,2,2,5,3,3.997572,0
114,111,3,7,4,1,4,4,16.762638,0
355,199,156,37,13,5,48,26,15.308183,0
2,1,1,0,1,1,2,2,3.556104,0
6,6,0,1,1,1,3,3,4.087794,0
2,1,1,0,1,1,1,1,3.572159,0
4,2,2,1,1,1,7,4,3.862611,0
48,42,6,4,2,1,8,4,7.22254,0
38,32,6,7,6,2,13,10,10.999694,0
22,21,1,1,2,2,60,15,4.767398,0
7,1,6,0,1,1,88,13,3.498239,0
175,175,0,1,2,2,11,5,17.88312,0
5,3,2,1,1,1,1,1,3.616915,1
6,5,1,0,1,1,9,4,3.709836,0
2,1,1,0,1,1,3,1,3.524582,0
29,19,10,4,4,3,20,8,5.462703,0
9,9,0,0,1,1,8,7,4.572186,0
20,13,7,1,1,1,47,12,4.35329,0
5,2,3,1,1,1,58,7,3.833946,0
2,1,1,0,1,1,9,4,3.610999,0
84,42,42,5,1,1,10,7,4.188632,0
12,6,6,1,4,2,35,20,3.97646,0
21,20,1,2,2,2,5,5,4.388157,0
10,3,7,3,1,1,1,1,3.573616,0
834,772,62,21,13,8,44,18,16.4533,1
4,2,2,0,2,1,11,7,3.664927,0
3,2,1,1,1,1,3,1,3.722078,0
2,1,1,0,1,1,4,3,3.56701,0
1,1,0,0,1,1,25,7,3.498239,0
15,5,10,1,1,1,4,3,3.833946,1
81,73,8,5,4,3,11,4,17.727051,0
1,1,0,0,1,1,2,1,3.524582,0
18,17,1,1,1,1,1,1,5.353813,0
221,166,55,8,12,4,57,38,18.408497,0
23,8,15,5,3,3,71,15,5.036886,0
35,15,20,4,2,2,25,12,4.731511,0
341,165,176,51,4,1,19,10,17.623489,0
614,165,449,24,8,1,80,27,17.834095,0
2,1,1,0,1,1,12,6,3.864341,0
4,2,2,0,1,1,8,5,3.834846,0
9,8,1,0,1,1,12,4,4.188735,0
4,2,2,0,2,1,8,2,3.677742,0
3,3,0,0,1,1,9,4,3.833946,0
73,65,8,6,4,3,67,17,13.252094,0
2,1,1,0,1,1,37,6,3.59834,0
14,6,8,1,1,1,16,5,3.664203,0
58,31,27,3,2,1,14,6,5.915667,0
20,10,10,0,10,3,53,45,4.26298,0
10,1,9,1,3,2,11,4,3.56701,0
285,285,0,4,4,1,4,4,19.615664,0
2,1,1,0,1,1,6,2,3.573198,0
12,6,6,0,6,3,12,9,4.505122,0
28,28,0,4,3,2,15,4,5.119711,0
4,3,1,0,1,1,5,1,3.831087,0
44,13,31,4,3,3,109,12,4.973995,0
4,2,2,0,2,2,5,3,3.774965,0
18,10,8,1,1,1,7,5,6.822471,0
6,2,4,1,1,1,3,1,3.782079,0
9,4,5,1,1,1,5,2,3.802939,0
14,13,1,1,2,2,12,3,4.311354,0
6,6,0,1,1,1,1,1,3.849624,0
6,1,5,1,1,1,2,1,3.595643,0
25,24,1,1,3,3,6,5,4.94651,1
8,4,4,0,1,1,8,2,3.686099,0
82,62,20,7,4,3,47,20,15.231827,0
19,17,2,2,1,1,1,1,4.785585,0
2,2,0,1,1,1,5,4,3.686099,0
165,163,2,11,5,5,11,8,17.736404,1
24,19,5,2,2,2,36,15,5.102773,0
3,1,2,0,1,1,14,6,3.800084,0
2,1,1,0,1,1,3,2,3.750153,0
39,34,5,5,2,1,5,2,5.707923,1
18,9,9,3,2,1,10,5,3.853257,0
2,1,1,0,1,1,32,11,3.498239,0
3,2,1,0,1,1,5,3,3.573198,0
24,19,5,3,3,1,6,6,4.715475,0
6,5,1,1,1,1,37,7,3.811106,0
1505,1505,0,14,14,3,14,14,18.514946,1
101,84,17,11,5,1,12,10,13.768031,0
36,27,9,3,3,1,4,4,6.167194,1
76,62,14,4,6,2,13,8,13.420273,0
37,31,6,6,2,1,7,6,7.027659,0
937,937,0,10,10,3,10,10,17.781054,0
6,6,0,0,1,1,2,2,3.812828,0
4,2,2,0,2,1,8,2,3.545719,0
6,5,1,0,3,1,6,3,4.04698,0
12,8,4,1,1,1,19,6,4.01198,0
8,8,0,0,1,1,3,1,3.797084,0
3,1,2,0,2,1,48,12,3.48141,0
2,1,1,0,1,1,5,5,3.572159,0
65,59,6,4,2,2,12,5,12.69637,0
3,2,1,0,1,1,3,2,3.58614,0
305,151,154,35,25,22,416,118,15.272263,0
6,3,3,1,2,2,2,2,3.803841,0
44,29,15,3,5,4,42,15,6.929904,0
13,13,0,2,1,1,1,1,4.266772,0
97,47,50,2,4,4,13,8,11.197891,0
32721,20509,12212,634,626,295,3432,2042,18.940212,0
2,1,1,0,1,1,2,2,3.979704,0
125,52,73,0,4,1,38,15,8.005154,0
14,7,7,1,1,1,8,7,4.108474,0
99,99,0,3,3,1,3,3,16.00065,0
47,24,23,0,1,1,8,1,5.407485,0
28,14,14,1,1,1,2,1,4.071702,0
12,6,6,0,5,2,97,38,4.029499,0
12,5,7,5,1,1,11,3,4.172152,0
14,1,13,0,4,3,19,10,3.553353,0
4,2,2,0,1,1,3,1,3.62787,0
862,862,0,7,7,2,21,7,18.755629,0
174,104,70,16,2,1,2,2,16.202999,0
14,11,3,4,2,1,11,6,4.130406,0
5,2,3,1,2,2,10,7,3.667614,0
32,31,1,2,2,1,5,3,5.053845,1
1574,788,786,352,266,55,1047,616,13.96123,1
2980,2980,0,16,16,5,101,26,18.323935,0
79,75,4,1,2,1,4,4,14.168111,0
470,443,27,12,8,5,36,12,16.261862,0
22,15,7,1,1,1,9,1,5.050045,0
347,347,0,5,5,1,14,5,17.685442,0
13,3,10,2,2,1,14,4,3.690159,0
53,20,33,2,23,21,80,45,5.199157,0
90,54,36,6,2,2,5,3,9.573135,0
41,31,10,3,1,1,6,3,6.651094,0
4,2,2,0,2,2,6,4,3.716187,0
43,34,9,3,5,5,33,21,12.078917,0
126,76,50,11,1,1,4,1,15.859802,0
8,4,4,0,3,3,17,13,3.829303,0
16,8,8,3,1,1,4,1,4.035963,0
5,4,1,0,1,1,3,3,3.757349,0
32,26,6,1,2,1,5,5,8.114062,0
487,312,175,3,2,1,3,2,17.529903,1
186,140,46,1,14,7,15,15,10.987047,1
22,20,2,6,1,1,2,1,4.342839,0
6,3,3,0,1,1,2,1,3.918864,0
50,40,10,1,3,2,14,6,5.735366,0
5,4,1,0,1,1,2,2,3.856467,0
39,38,1,4,2,1,14,9,5.462791,0
6,3,3,0,1,1,3,2,3.812928,0
102,54,48,0,1,1,7,3,11.73776,1
12,12,0,1,1,1,1,1,4.410326,0
231,230,1,6,3,2,11,7,14.570307,0
21,17,4,6,1,1,2,1,5.36461,0
2,1,1,0,1,1,8,4,3.624202,0
37,34,3,2,2,2,3,3,10.72259,0
148,51,97,7,3,1,10,9,6.598752,0
29,10,19,2,1,1,7,4,4.286047,0
3,2,1,1,1,1,2,1,3.802108,0
9190,8989,201,470,322,212,590,543,19.679907,0
5,3,2,1,1,1,5,1,3.874463,0
444,391,53,11,14,10,137,70,18.77179,0
836,780,56,25,11,2,17,11,17.802464,0
36,11,25,10,2,2,18,6,4.050089,0
405,307,98,33,15,8,134,28,17.781494,0
921,859,62,5,6,3,113,36,17.170776,0
10,4,6,0,1,1,3,1,3.722078,0
89,89,0,24,4,4,6,4,5.78336,0
2,1,1,0,1,1,3,2,3.59834,0
44,43,1,2,1,1,1,1,8.845099,1
175,168,7,5,4,2,56,17,20.359491,0
64,63,1,1,2,1,9,2,13.559658,0
46,33,13,3,2,2,38,8,6.662006,0
66,38,28,7,3,1,6,3,10.517278,0
4,3,1,0,1,1,3,1,3.846292,0
168,84,84,0,84,71,100,90,10.901832,1
10,5,5,2,2,1,11,6,4.256073,0
397,175,222,18,8,5,90,34,19.057556,0
9,4,5,1,3,1,62,28,3.729708,0
4,2,2,0,2,2,7,4,3.722078,0
8,4,4,0,1,1,6,4,3.761373,0
3,2,1,1,1,1,5,4,3.664927,0
10,9,1,2,1,1,5,2,3.922358,0
4,2,2,0,2,1,10,7,3.622479,0
2,1,1,0,1,1,15,7,3.48141,0
3,2,1,0,1,1,18,6,3.56701,0
4,2,2,0,1,1,2,2,3.773237,0
2,1,1,0,1,1,5,3,3.56701,0
3,2,1,0,1,1,61,8,3.83895,0
369,319,50,12,8,2,13,8,18.125511,0
124,109,15,1,2,2,13,5,14.551237,0
20,19,1,1,1,1,1,1,4.687308,0
6,3,3,0,2,2,4,2,3.762671,0
74,74,0,1,1,1,1,1,14.928162,0
22,8,14,2,6,2,36,26,4.206923,0
76,67,9,7,1,1,22,6,12.841102,0
5212,5128,84,52,55,20,865,291,20.693144,0
24,18,6,3,1,1,4,1,5.529156,0
16,9,7,1,5,3,81,34,4.232697,0
136,133,3,5,4,1,21,6,17.171093,0
9,7,2,2,1,1,4,1,4.428781,0
2,1,1,0,1,1,2,2,3.572159,0
52,52,0,2,2,1,2,2,13.779276,0
3,3,0,0,1,1,26,9,3.595643,0
6,3,3,0,2,1,4,2,3.59834,0
6,3,3,0,2,1,10,6,3.777617,0
3,3,0,2,1,1,9,4,4.058378,0
22,18,4,0,2,1,4,4,4.474538,0
6,3,3,1,1,1,7,1,3.761408,0
188,11,177,17,4,2,41,17,4.304663,0
2,1,1,0,1,1,8,6,3.56701,0
29,28,1,3,1,1,5,1,5.617913,0
959,959,0,9,9,4,12,12,20.051723,0
652,650,2,4,5,2,45,10,18.571367,1
33,21,12,4,8,8,61,13,4.405017,0
70,35,35,9,24,15,65,49,6.76088,1
19,11,8,1,1,1,2,2,4.281178,0
49,38,11,2,2,1,2,2,7.561294,0
2,1,1,0,1,1,4,3,3.56701,0
71,71,0,4,1,1,11,2,9.575013,0
17,13,4,0,3,2,24,10,4.738272,0
15,8,7,2,3,3,15,7,4.43195,0
43697,20392,23305,20083,297,2,594,594,15.587172,1
107,83,24,6,4,3,108,20,17.342011,0
44,22,22,6,10,7,11,11,5.308078,0
26,26,0,2,2,1,2,2,4.952305,1
232,144,88,11,8,3,33,8,17.002132,0
1,1,0,0,1,1,1,1,3.48141,0
4,2,2,0,1,1,8,2,3.99941,0
36,16,20,6,1,1,5,4,4.35959,0
459,301,158,14,11,3,92,46,19.478973,0
2,1,1,0,1,1,13,6,3.59834,0
24,13,11,10,2,1,6,2,6.425846,0
139,12,127,11,8,5,21,15,4.460672,0
1181,1128,53,12,11,3,14,14,18.22748,1
28,24,4,2,1,1,2,1,4.900392,0
315,162,153,66,28,20,158,79,15.13819,0
6,3,3,0,1,1,7,1,3.607851,0
33,15,18,1,10,8,264,72,4.92994,0
2,1,1,0,1,1,21,9,3.545719,0
9,4,5,1,2,1,27,17,3.794465,0
288,288,0,2,2,1,33,10,17.220106,0
7,5,2,0,2,2,6,6,3.878595,0
2,1,1,0,1,1,20,5,3.56701,0
198,196,2,5,3,2,13,8,15.183303,0
9,7,2,5,2,2,14,8,4.25657,0
17,17,0,0,1,1,14,8,4.906808,0
67,53,14,6,1,1,14,2,9.978929,0
5,4,1,2,1,1,8,3,3.727236,1
2,1,1,0,1,1,5,1,3.582081,0
5,3,2,0,1,1,1,1,3.806884,0
7,2,5,2,1,1,2,1,3.785787,0
36,32,4,3,2,1,12,6,6.82799,0
67,41,26,11,12,4,60,26,8.170862,0
5,2,3,1,1,1,4,1,3.62787,0
59,33,26,10,2,2,32,14,7.143377,0
3,1,2,1,1,1,15,7,3.56701,0
4,2,2,1,1,1,26,10,3.554135,0
9,6,3,0,2,2,5,4,4.291178,0
3,1,2,1,1,1,11,3,3.610999,0
5,5,0,1,1,1,8,6,3.853303,0
4,2,2,0,2,1,7,2,3.740946,0
6,3,3,0,2,1,17,10,3.677108,0
8,3,5,0,2,2,9,5,3.71466,0
235,99,136,13,3,1,49,16,17.260311,0
2,1,1,1,1,1,15,8,3.833946,0
56,34,22,14,5,5,115,44,6.509919,0
8,4,4,0,3,2,20,11,3.797349,0
38,29,9,6,5,2,14,5,9.052911,0
1021,1016,5,12,16,3,179,61,18.265709,0
2,1,1,0,1,1,4,1,3.48141,0
10,6,4,2,2,1,20,9,3.893161,1
69,53,16,4,7,3,98,26,11.422071,0
6,4,2,0,1,1,7,2,3.845825,0
28,14,14,0,13,9,62,33,5.240944,0
89,61,28,5,7,2,21,13,13.816961,0
72,48,24,7,1,1,9,3,11.066876,1
6,3,3,0,3,3,12,6,3.771442,0
98,48,50,7,1,1,4,2,10.556196,0
15,9,6,4,1,1,11,2,4.456094,0
80,29,51,2,3,3,40,11,5.71431,0
591,547,44,8,3,2,26,5,17.376469,0
8,4,4,0,4,3,29,16,3.927989,0
367,367,0,2,2,1,2,2,17.539476,0
3,1,2,1,1,1,11,8,3.48141,0
20,17,3,1,2,2,19,10,4.71795,0
1452,1440,12,51,42,5,44,42,18.401579,0
2,1,1,0,1,1,2,2,3.498239,0
135,51,84,3,4,2,13,5,11.023929,1
3,2,1,1,1,1,10,3,3.572159,0
3,3,0,1,1,1,1,1,3.886308,0
8,4,4,1,1,1,12,2,3.910008,0
18,9,9,1,4,1,16,12,3.861492,1
58,43,15,5,3,1,30,12,11.748838,0
169,100,69,29,7,2,46,9,14.429747,0
42,18,24,3,6,2,24,16,6.073762,0
152,152,0,1,1,1,1,1,16.68903,0
6,5,1,1,1,1,7,2,3.824357,0
1748,1333,415,45,24,10,111,40,18.492622,1
49,4,45,3,4,2,42,17,3.622355,0
126,61,65,4,1,1,3,2,7.451239,0
77,56,21,6,6,4,140,26,8.50528,0
2,1,1,0,1,1,7,4,3.610999,0
220,87,133,8,6,1,36,25,15.039878,0
128,58,70,9,8,3,38,8,11.336556,0
12,10,2,0,1,1,2,1,3.935447,0
28,21,7,3,5,4,31,12,4.636319,0
18,13,5,4,1,1,8,4,4.7703,0
18,6,12,0,3,2,107,17,4.594256,0
4,2,2,0,2,2,8,3,3.789538,0
126,120,6,38,16,4,18,16,20.432585,0
4,4,0,0,1,1,6,3,3.739734,0
11,4,7,0,1,1,4,3,3.694905,0
46,27,19,8,2,1,4,3,5.421239,0
1565,1392,173,22,13,4,17,17,15.84417,1
6,6,0,0,1,1,4,2,3.877053,0
42,34,8,12,1,1,8,2,5.878457,0
263,249,14,11,8,2,44,12,21.689697,0
29,28,1,3,2,1,19,9,5.189727,0
2,2,0,0,2,1,4,2,3.573198,0
10,6,4,1,2,2,13,6,4.147684,0
6,3,3,0,2,2,8,4,3.787355,0
88,57,31,3,4,2,45,13,10.809031,1
891,891,0,9,9,2,20,9,19.330254,0
138,59,79,32,19,11,62,41,8.727165,0
5,2,3,0,1,1,1,1,3.722078,0
4,2,2,0,2,1,19,7,3.696324,0
12,6,6,1,5,5,51,7,4.15168,1
304,236,68,9,32,19,92,64,18.076061,0
10,10,0,0,5,3,14,10,4.321404,0
12,5,7,1,1,1,5,2,3.987303,0
4,2,2,0,2,2,45,14,3.614002,0
4,3,1,0,1,1,4,2,3.806884,0
2,1,1,0,1,1,2,2,3.761373,0
35,34,1,2,3,1,15,8,5.966469,0
433,211,222,49,19,3,44,22,15.626245,0
1516,677,839,136,93,36,667,321,18.917992,0
6,3,3,2,2,2,41,18,3.719754,0
50,21,29,2,1,1,4,2,5.997907,0
8,3,5,0,1,1,38,15,4.054503,0
8,5,3,1,2,2,34,9,3.893306,0
12,12,0,1,1,1,25,6,4.268241,0
40,26,14,4,2,1,10,5,5.838213,0
26,10,16,5,1,1,12,3,4.150974,0
22,20,2,6,1,1,2,1,4.365234,0
9,7,2,0,1,1,18,10,3.729052,1
43,28,15,2,1,1,4,1,6.561821,0
41,26,15,4,2,2,25,11,5.268448,0
30,22,8,2,3,2,10,5,8.173872,0
3,3,0,0,1,1,2,2,3.790795,0
28,15,13,3,1,1,2,2,6.728672,0
184,131,53,9,7,3,71,22,18.404026,0
18,9,9,2,7,7,28,21,4.945688,0
10,8,2,2,2,1,8,4,3.846184,0
2,1,1,0,1,1,4,3,3.573198,0
8,6,2,1,1,1,2,1,3.698272,0
73,35,38,0,1,1,1,1,11.21446,0
164,156,8,7,5,3,18,5,18.149763,0
175,164,11,6,8,4,18,8,16.829926,0
2,1,1,0,1,1,10,2,3.524582,0
4,2,2,0,2,1,2,2,3.646427,0
12,12,0,0,1,1,2,1,4.98482,0
12,6,6,0,1,1,2,1,3.739209,0
4,3,1,0,1,1,17,5,3.802108,0
4,2,2,0,1,1,3,3,3.833946,0
9,6,3,1,1,1,3,3,3.861896,1
76,48,28,7,1,1,9,3,10.834582,0
162,123,39,9,6,1,9,6,19.901985,0
8,4,4,0,2,2,20,4,3.82648,0
139,97,42,13,3,2,4,3,14.340604,0
117,115,2,4,4,1,19,9,17.913624,0
8,4,4,2,2,2,9,8,4.046843,0
505,467,38,17,6,1,14,14,17.74098,0
8,4,4,0,2,1,6,6,3.966702,0
4,2,2,0,2,1,33,11,3.524582,0
10,6,4,2,1,1,3,2,4.20723,0
2,1,1,0,1,1,2,2,3.637875,0
60,31,29,0,1,1,3,3,5.502539,0
145,141,4,7,6,3,40,16,17.498039,1
2,1,1,0,1,1,7,3,3.556104,0
5,4,1,0,2,2,6,3,3.722078,1
35,33,2,1,4,2,8,6,4.973299,0
30,19,11,4,2,2,7,2,4.943979,0
6,2,4,0,1,1,5,2,3.572159,0
43,6,37,3,5,4,29,12,3.868191,0
110,110,0,2,2,1,12,4,19.863958,0
448,282,166,23,6,4,31,17,16.900431,0
3,3,0,0,1,1,1,1,3.572159,0
13,13,0,1,1,1,2,2,4.349536,0
4,2,2,0,2,2,8,5,3.50887,0
2,1,1,0,1,1,3,1,3.524582,0
25,24,1,3,1,1,6,1,5.450304,0
15,10,5,2,1,1,12,4,4.167171,0
38,25,13,4,1,1,9,4,5.14721,0
15,7,8,5,2,2,74,8,4.060609,0
5,5,0,0,2,1,27,6,3.894792,0
15,15,0,2,1,1,3,2,4.50402,0
12,3,9,2,1,1,3,1,3.703899,0
4,2,2,0,2,2,6,4,3.743434,0
294,97,197,12,2,2,17,9,15.450741,0
3748,3748,0,18,18,3,18,18,16.175001,1
41,37,4,2,3,1,7,4,10.879503,0
12,10,2,0,1,1,5,1,3.768499,0
38,38,0,13,9,6,13,9,5.066278,0
2,1,1,0,1,1,17,5,3.906173,0
118,118,0,4,4,2,4,4,19.935276,1
5,5,0,0,1,1,4,2,4.17309,0
2,1,1,0,1,1,2,1,3.498239,0
11,7,4,2,1,1,2,2,4.504889,0
36,36,0,2,1,1,3,1,6.465565,0
445,232,213,33,18,5,55,18,16.377085,0
8,6,2,1,1,1,30,12,3.73913,0
38,38,0,5,3,2,13,11,5.588971,0
