@relation jena_Add_LSTM_metric-weka.filters.unsupervised.attribute.Remove-R1

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute 'Modify Files' numeric
@attribute Directories numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute 'LSTM C.E.' numeric
@attribute bug {1,0}

@data
14,5,9,3,1,1,24,6,4.422721,0
172,126,46,4,3,2,42,11,19.369759,0
50,38,12,1,2,2,28,10,7.400255,0
108,57,51,4,1,1,1,1,13.626998,0
59,38,21,4,3,2,5,3,6.33494,0
76,70,6,4,4,4,14,6,19.54244,0
81,49,32,13,3,3,13,5,12.921699,0
4,1,3,0,1,1,5,3,4.132475,0
281,205,76,23,6,2,85,29,19.430609,1
679,605,74,7,80,48,450,227,20.851816,0
33961,33710,251,146,144,23,220,168,28.182299,1
190,169,21,5,8,1,22,8,17.801762,0
2,1,1,0,1,1,1,1,3.825187,0
3,1,2,1,1,1,11,5,3.835146,0
1311,1028,283,16,12,2,80,39,19.810215,0
16,8,8,0,8,3,16,11,4.347858,0
64,4,60,1,3,3,28,4,4.354216,0
45,32,13,3,1,1,15,4,6.887424,1
2,1,1,0,1,1,1,1,3.825187,0
50,38,12,1,2,2,26,10,7.400255,0
12,7,5,2,5,4,24,17,4.447518,0
5,3,2,1,2,1,13,6,4.246921,0
22,18,4,4,3,2,42,5,5.786104,0
5,2,3,0,1,1,3,1,4.120646,0
11,11,0,0,1,1,12,2,4.744444,0
216,155,61,10,26,10,269,78,17.007092,1
4,2,2,1,1,1,10,6,4.279972,0
803,775,28,6,9,5,56,30,23.227524,0
96,43,53,1,3,2,15,7,10.520425,0
11,7,4,4,1,1,14,4,4.470639,0
24,17,7,3,1,1,6,2,6.018298,0
125,112,13,5,8,4,58,28,21.83786,0
10,9,1,1,1,1,5,3,4.800418,0
30,23,7,5,1,1,34,6,6.019963,0
49,20,29,7,2,1,4,2,4.244355,0
46,24,22,6,4,3,54,19,5.378211,0
513,258,255,130,2,2,2,2,19.200233,0
4,2,2,0,1,1,1,1,4.186742,0
11,11,0,0,1,1,13,2,4.744444,0
49,20,29,7,2,1,2,2,4.244356,0
294,291,3,1,2,1,24,7,19.061127,0
71,33,38,4,6,4,51,10,13.802734,0
930,459,471,12,1,1,5,2,19.225191,0
257,254,3,3,3,3,14,5,19.561808,0
2,1,1,0,1,1,2,1,4.036842,0
9,1,8,0,2,2,18,9,3.925217,0
25,10,15,0,1,1,47,10,4.797358,0
22,2,20,2,1,1,11,5,3.980649,0
520,500,20,21,8,3,73,32,18.196064,0
76,70,6,4,4,4,10,6,19.54244,0
253,253,0,2,2,1,2,2,16.144308,0
350,197,153,22,12,6,31,12,20.127401,0
2,2,0,1,1,1,12,5,4.130102,0
4043,3999,44,9,17,6,86,31,24.216022,0
29,10,19,1,1,1,45,10,4.597542,0
145,102,43,5,7,3,9,7,19.042816,0
159,159,0,2,2,1,21,2,19.16456,0
5,4,1,0,1,1,1,1,4.537816,0
17,9,8,2,1,1,2,1,5.327261,0
4,2,2,0,2,2,10,6,4.125707,0
8,6,2,1,1,1,5,2,4.30281,0
45,32,13,3,1,1,16,4,6.887424,0
14,13,1,1,1,1,4,2,4.811963,0
135,56,79,2,1,1,1,1,10.77571,0
2,1,1,0,1,1,5,3,3.863099,0
54,34,20,7,4,1,57,18,10.804132,0
64,47,17,5,2,2,14,8,8.412877,0
125,51,74,14,4,2,22,5,6.907337,0
1,1,0,0,1,1,2,1,3.852752,0
2,1,1,0,1,1,8,4,3.779455,0
13,6,7,3,1,1,5,2,4.448507,0
31,31,0,1,1,1,1,1,12.418983,1
31,15,16,4,4,3,86,13,4.934601,0
110,102,8,10,9,4,18,15,18.22052,0
290,152,138,5,3,2,20,5,20.796558,0
33,24,9,3,1,1,21,7,6.356495,0
65,39,26,4,3,2,34,7,10.618061,0
6934,6614,320,120,90,34,874,338,25.282957,0
47,46,1,2,1,1,15,7,8.379533,0
187,159,28,9,6,6,78,14,20.296839,1
74,28,46,7,7,1,46,15,6.885968,0
11,7,4,0,1,1,7,2,4.240622,0
23,9,14,2,1,1,12,3,4.480398,0
97,61,36,9,26,18,30,27,14.834827,1
2,1,1,0,1,1,19,5,4.123031,0
129,56,73,6,5,4,76,8,14.665366,0
811,607,204,9,10,4,54,16,22.4305,0
14,6,8,2,2,1,31,5,4.394387,0
14,13,1,1,1,1,5,3,6.130341,0
1008,1002,6,5,9,3,10,9,23.440811,1
4,2,2,1,1,1,1,1,4.111732,0
98,59,39,5,3,1,50,12,14.578356,0
72,61,11,3,8,4,23,12,17.635542,0
32,27,5,2,1,1,2,2,6.461992,0
76,37,39,0,2,1,8,5,9.629642,0
8,4,4,2,2,1,12,2,4.037465,0
10,4,6,1,1,1,2,1,4.138889,0
15,7,8,1,1,1,11,3,4.735608,0
6,5,1,0,1,1,1,1,4.442895,0
15,12,3,0,1,1,1,1,4.599318,0
12,1,11,3,1,1,5,2,3.935097,0
6,5,1,0,1,1,39,6,4.094302,0
31882,31882,0,261,261,37,520,309,33.13242,0
178,87,91,7,6,1,13,9,16.958044,0
92,85,7,5,5,4,10,8,19.653017,0
9,5,4,1,2,2,43,8,3.963878,0
14,10,4,3,3,2,29,12,4.752083,0
4,1,3,0,1,1,16,5,3.998027,0
98,59,39,5,3,1,47,12,14.578356,0
16,9,7,2,3,1,3,3,4.825194,0
7,7,0,2,3,3,26,11,4.138266,1
214,214,0,1,1,1,1,1,13.429984,0
629,512,117,29,20,10,177,51,21.713041,0
287,239,48,45,16,1,48,16,12.328686,0
111,39,72,10,3,2,10,6,7.442752,0
5,2,3,0,1,1,1,1,4.112486,0
6,3,3,1,1,1,6,3,4.545789,0
3,3,0,0,1,1,51,11,3.863099,0
221,165,56,3,1,1,11,4,17.761648,0
46,33,13,0,1,1,2,1,6.816875,0
8,4,4,2,2,2,9,6,4.271217,0
127,89,38,5,4,3,9,5,17.812317,0
63,62,1,1,2,2,7,4,17.678627,0
2,1,1,0,1,1,16,2,3.825187,0
61,45,16,4,3,1,28,13,15.308731,0
11,3,8,3,1,1,1,1,4.393326,0
847,420,427,167,80,51,530,170,20.479347,0
41,22,19,4,1,1,11,4,6.044933,0
8,4,4,2,1,1,4,3,4.02878,0
43,27,16,5,2,2,31,4,6.107264,0
76,38,38,1,1,1,1,1,7.675341,0
21,11,10,3,1,1,4,1,6.477719,0
12,7,5,1,2,2,68,11,5.076301,0
89,68,21,8,2,1,2,2,17.488911,0
4643,2554,2089,264,18,10,77,45,18.734829,0
66,53,13,4,1,1,1,1,12.398147,0
74,42,32,5,3,2,8,3,12.182921,0
15,5,10,0,1,1,3,1,4.178577,0
33,20,13,1,1,1,1,1,4.83126,0
2,1,1,0,1,1,19,5,3.986881,0
24547,21575,2972,670,475,129,3866,1382,31.099514,0
57,39,18,5,4,1,14,10,13.268199,1
11,5,6,3,1,1,8,2,4.456039,0
98,98,0,2,2,2,9,4,19.250664,0
7,6,1,2,1,1,1,1,4.391714,0
245,175,70,12,7,2,10,9,21.927849,0
1453,1283,170,46,32,11,86,34,19.692526,0
125,51,74,14,4,2,18,5,6.907337,1
72,52,20,6,9,8,48,19,15.805332,0
287,144,143,5,6,2,55,14,19.019011,0
39,22,17,4,11,6,101,23,11.112705,0
362,286,76,33,14,9,119,47,21.667587,0
740,409,331,20,20,9,250,47,20.628784,0
878,417,461,19,8,3,32,14,19.437819,1
3,1,2,0,2,2,8,3,3.998027,0
7,4,3,2,1,1,5,1,4.014313,0
2,2,0,0,1,1,9,5,3.831654,0
227,226,1,10,4,3,6,4,23.119608,0
11,6,5,0,4,4,4,4,4.488318,0
112,76,36,12,8,4,136,23,16.983131,0
