@relation deltaspike_Line_Single_LSTM_Metric_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute 'LSTM C.E.' numeric
@attribute isBuggy {buggy,clean}

@data
2,0.005348,0.005348,0,2,3,2,1,11,3,1,4,5,0.4,3,3,187,2.006609,buggy
6,0.055556,0.055556,0,2,1,4,2,10,0,1,3,4,0.25,6,6,54,2.325497,clean
17,0.175824,0.010989,0,1,0,1,1,12,0,1,2,2,1,39,23.5,91,1.168236,buggy
37,0.00463,0.081019,2,2,72,3,2,17,0,1,4,6,0.5,3,3,432,3.553105,buggy
40,0.359375,0.265625,0,2,3,2,1,14,3,1,1,4,0.5,4,4,64,1.530314,buggy
2,0.022727,0.022727,0,0,206,2,2,11,206,1,2,2,0.5,28,12.166666,44,4.989471,clean
13,0.068421,0,2,4,1,5,1,17,0,1,2,6,0.833333,13,13,190,1.649219,buggy
7,0.084337,0,1,0,0,1,1,11,0,1,3,3,0.666667,2,2,83,1.917755,clean
32,0.09697,0.09697,2,2,0,2,1,16,0,1,4,5,0.4,7,7,165,0.986358,buggy
6,0.030303,0.151515,0,1,14,2,1,14,14,1,2,4,0.75,58,42.5,33,1.444188,clean
15,0.082569,0.055046,5,1,0,1,1,20,0,1,7,11,0.090909,15,15,109,1.380705,buggy
615,0.03038,0.488608,11,6,315,11,3,15,0,1,2,4,0.5,41,25.5,1185,2.650945,buggy
5,0.007634,0.001908,0,4,23,6,1,12,0,1,1,1,1,18,18,524,1.66097,clean
7,0.003745,0.009363,0,6,239,10,2,14,0,1,1,2,1,29,29,534,1.285459,clean
320,1.051282,1,0,1,0,1,1,15,0,1,2,4,0.5,41,25.5,156,2.650945,buggy
6,0.012987,0.025974,0,1,0,1,1,2,0,1,9,25,0.04,1,1,154,2.011461,buggy
158,0.214575,0.105263,11,1,0,1,1,20,0,1,7,11,0.090909,15,15,494,1.380705,buggy
2,0.00177,0.00177,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,565,0.035759,clean
7,0.040816,0.030612,1,1,0,1,1,21,0,1,6,10,0.3,1,1,98,1.647507,buggy
148,1.176471,1,0,1,0,1,1,15,0,1,2,4,0.5,41,25.5,68,2.650946,buggy
16,0.05298,0.05298,2,1,0,1,1,2,0,1,9,25,0.04,1,1,151,2.011461,buggy
10,0.163636,0.018182,0,1,10,2,1,16,10,1,1,1,1,19,19,55,2.461737,clean
5,0.042857,0.028571,0,2,3,3,1,15,0,1,1,1,1,6,6,70,2.303555,clean
29,0.104895,0.097902,0,2,16,2,2,21,16,1,6,10,0.3,1,1,143,1.647507,buggy
11,0.044643,0.053571,4,1,300,3,1,14,103,1,3,4,0.75,20,11.5,112,0.644144,clean
100,0.195592,0.07989,8,1,0,1,1,2,0,1,9,25,0.04,1,1,363,2.011461,buggy
9,0.140351,0.017544,0,1,0,2,2,10,0,1,3,4,0.25,6,6,57,2.325497,clean
2,0.022727,0.022727,0,0,0,1,1,17,0,1,2,2,0.5,1,1,44,4.989471,clean
31,0.009346,0.280374,2,2,3,2,1,23,3,1,2,3,0.666667,9,9,107,1.430136,buggy
56,0.044035,0.000801,3,5,314,9,3,12,96,1,2,2,1,39,23.5,1249,1.168236,buggy
2,0.0025,0.0025,0,3,3,3,1,16,0,1,4,5,0.4,7,7,400,0.986358,buggy
28,0.130233,0,2,3,30,4,1,17,27,1,2,2,1,53,37.5,215,2.206627,buggy
3,0.037736,0.018868,0,1,0,2,2,14,0,1,1,1,1,3,3,53,6.968692,clean
2,0.006329,0.006329,0,3,3,4,1,17,0,1,3,4,0.25,8,8,158,1.205842,clean
83,0.163636,0.339394,4,1,0,1,1,2,0,1,9,25,0.04,1,1,165,2.011461,buggy
45,0.06518,0.012007,3,2,51,3,1,13,51,1,1,1,1,13,11.5,583,2.334085,clean
29,0.07027,0.086486,3,3,4,3,1,17,4,1,2,6,0.833333,13,13,185,1.649219,buggy
8,0.072727,0.072727,1,1,0,1,1,12,0,1,2,2,0.5,11,11,55,1.923417,buggy
